"","well_position","cycle_no","target","rn","drn","amp_status","amp_score","cq","auto_threshold","threshold","baseline_start","baseline_end","file","dilution_level","covid_variant","Fn"
"709","A11",34,"RnaseP",19166.32031,-71.371494,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19166.32
"710","A11",35,"RnaseP",19218.69727,-72.87763065,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19218.697
"711","A11",36,"RnaseP",19396.33008,50.87209207,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19396.33
"712","A11",37,"RnaseP",19425.70313,26.36204917,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19425.703
"713","A11",38,"RnaseP",19491.85547,38.63130314,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19491.855
"714","A11",39,"RnaseP",19506.83594,-0.271317882,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19506.836
"715","A11",40,"RnaseP",19625.60352,64.61317047,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19625.604
"716","A11",41,"RnaseP",19710.88281,96.00937756,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19710.883
"717","A11",42,"RnaseP",19660.10547,-8.651055963,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19660.105
"718","A11",43,"RnaseP",19865.4082,142.7685886,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19865.408
"719","A11",44,"RnaseP",20065.4707,288.9479989,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",20065.47
"720","A11",45,"RnaseP",20002.17773,171.7719403,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",20002.178
"721","A11",1,"E gene",339735.0625,1019.27789,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339735.06
"722","A11",2,"E gene",339604.1875,803.3347039,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339604.2
"723","A11",3,"E gene",339496.4063,610.4852679,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339496.4
"724","A11",4,"E gene",339568.6875,597.6983318,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339568.7
"725","A11",5,"E gene",339516.7188,460.6613957,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339516.72
"726","A11",6,"E gene",339081.75,-59.37554041,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339081.75
"727","A11",7,"E gene",338861.9375,-364.2562265,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",338861.94
"728","A11",8,"E gene",338838.5938,-472.6681626,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",338838.6
"729","A11",9,"E gene",338964.3438,-431.9863487,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",338964.34
"730","A11",10,"E gene",339288.5,-192.8982848,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339288.5
"731","A11",11,"E gene",339128.875,-437.5914709,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339128.88
"732","A11",12,"E gene",339103.2813,-548.253407,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339103.28
"733","A11",13,"E gene",339457.7188,-278.884093,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339457.72
"734","A11",14,"E gene",339804.7813,-16.88977914,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339804.78
"735","A11",15,"E gene",339857.125,-49.61421523,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",339857.12
"736","A11",16,"E gene",340129.5625,137.7550987,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340129.56
"737","A11",17,"E gene",340351.4688,274.5931626,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340351.47
"738","A11",18,"E gene",340341.0625,179.1187265,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340341.06
"739","A11",19,"E gene",340410.4688,163.4567904,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340410.47
"740","A11",20,"E gene",340595.9375,263.8573543,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340595.94
"741","A11",21,"E gene",340544.2813,127.1329182,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340544.28
"742","A11",22,"E gene",340539.875,37.65848214,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340539.88
"743","A11",23,"E gene",340571.9063,-15.37845395,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340571.9
"744","A11",24,"E gene",340815,142.64711,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340815
"745","A11",25,"E gene",340976.9063,219.4851739,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",340976.9
"746","A11",26,"E gene",341189.5,347.0107378,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",341189.5
"747","A11",27,"E gene",341626.4688,698.9113017,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",341626.47
"748","A11",28,"E gene",342194.1875,1181.561866,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",342194.2
"749","A11",29,"E gene",343143.6875,2045.99368,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",343143.7
"750","A11",30,"E gene",345049.375,3866.612993,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",345049.38
"751","A11",31,"E gene",348912.4688,7644.638557,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",348912.47
"752","A11",32,"E gene",356035.9063,14683.00787,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",356035.9
"753","A11",33,"E gene",369990.125,28552.15844,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",369990.12
"754","A11",34,"E gene",392754.5625,51231.52775,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",392754.56
"755","A11",35,"E gene",421952.0938,80343.99081,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",421952.1
"756","A11",36,"E gene",451246.125,109552.9539,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",451246.12
"757","A11",37,"E gene",473808.5313,132030.2919,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",473808.53
"758","A11",38,"E gene",489934.1563,148070.8488,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",489934.16
"759","A11",39,"E gene",502886.3438,160937.9681,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",502886.34
"760","A11",40,"E gene",514640.4688,172607.0249,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",514640.47
"761","A11",41,"E gene",523513.375,181394.8629,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",523513.38
"762","A11",42,"E gene",530491.1875,188287.6073,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",530491.2
"763","A11",43,"E gene",537197.6875,194909.0391,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",537197.7
"764","A11",44,"E gene",542855.25,200481.5334,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",542855.25
"765","A11",45,"E gene",548956.1875,206497.4027,"Amp",2.508137179,"31.14121688",FALSE,8000,3,22,"dilution",10,"Delta",548956.2
"766","A11",1,"N gene",133423.2813,-91.09400846,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133423.28
"767","A11",2,"N gene",133499.2344,-120.4552632,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133499.23
"768","A11",3,"N gene",133575.5,-149.5040179,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133575.5
"769","A11",4,"N gene",133857.0781,26.75972744,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133857.08
"770","A11",5,"N gene",133913.7969,-21.83590226,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133913.8
"771","A11",6,"N gene",133954.7188,-86.22840695,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133954.72
"772","A11",7,"N gene",133945.625,-200.6365367,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",133945.62
"773","A11",8,"N gene",134038.0156,-213.5602914,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134038.02
"774","A11",9,"N gene",134657.0781,300.1878289,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134657.08
"775","A11",10,"N gene",134791.875,329.6703242,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134791.88
"776","A11",11,"N gene",134737.4063,169.8871945,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134737.4
"777","A11",12,"N gene",134848.7656,175.9321898,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134848.77
"778","A11",13,"N gene",134705.7188,-72.42906485,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134705.72
"779","A11",14,"N gene",134656.9063,-226.5559445,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",134656.9
"780","A11",15,"N gene",135005.375,16.59842575,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135005.38
"781","A11",16,"N gene",135198.4063,104.3152961,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135198.4
"782","A11",17,"N gene",135265.6719,66.26654135,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135265.67
"783","A11",18,"N gene",135332.8906,28.17091165,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135332.89
"784","A11",19,"N gene",135331.7344,-78.29971805,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135331.73
"785","A11",20,"N gene",135602.7031,87.35465226,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135602.7
"786","A11",21,"N gene",135581.6563,-39.00660244,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135581.66
"787","A11",22,"N gene",135508.8906,-217.0866071,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135508.89
"788","A11",23,"N gene",135820.9063,-10.38536184,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",135820.9
"789","A11",24,"N gene",136155.6406,219.0346335,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",136155.64
"790","A11",25,"N gene",136193.125,151.2046288,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",136193.12
"791","A11",26,"N gene",136691.5625,544.3277491,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",136691.56
"792","A11",27,"N gene",137919.6406,1667.091494,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",137919.64
"793","A11",28,"N gene",139311.0313,2953.16774,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",139311.03
"794","A11",29,"N gene",142219,5755.82211,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",142219
"795","A11",30,"N gene",147962.6563,11394.16398,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",147962.66
"796","A11",31,"N gene",158917.3125,22243.50585,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",158917.31
"797","A11",32,"N gene",179583.0625,42803.94147,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",179583.06
"798","A11",33,"N gene",215657.75,78773.31459,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",215657.75
"799","A11",34,"N gene",270653.4375,133663.6877,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",270653.44
"800","A11",35,"N gene",337272.4063,200177.3421,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",337272.4
"801","A11",36,"N gene",408613.8125,271413.434,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",408613.8
"802","A11",37,"N gene",476972.1875,339666.4946,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",476972.2
"803","A11",38,"N gene",537594.0625,400183.0552,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",537594.06
"804","A11",39,"N gene",590668.25,453151.9283,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",590668.25
"805","A11",40,"N gene",636114.8125,498493.1764,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",636114.8
"806","A11",41,"N gene",676653.1875,538926.2371,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",676653.2
"807","A11",42,"N gene",711616.125,573783.8602,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",711616.1
"808","A11",43,"N gene",742469.125,604531.5458,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",742469.1
"809","A11",44,"N gene",770242.4375,632199.5439,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",770242.44
"810","A11",45,"N gene",790955.1875,652806.9795,"Amp",2.708581702,"30.37186351",FALSE,14000,3,22,"dilution",10,"Delta",790955.2
"811","A13",1,"RnaseP",18102.39453,73.28527141,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18102.395
"812","A13",2,"RnaseP",18044.93945,-27.63220229,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18044.94
"813","A13",3,"RnaseP",18065.82813,-50.20592599,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18065.828
"814","A13",4,"RnaseP",18262.62695,103.1305066,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18262.627
"815","A13",5,"RnaseP",18306.81055,103.8517047,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18306.81
"816","A13",6,"RnaseP",18425.00195,178.5807154,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18425.002
"817","A13",7,"RnaseP",18368.85156,78.96792919,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18368.852
"818","A13",8,"RnaseP",18190.75195,-142.5940758,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18190.752
"819","A13",9,"RnaseP",18203.55859,-173.2498307,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18203.559
"820","A13",10,"RnaseP",18510.23242,89.96160184,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18510.232
"821","A13",11,"RnaseP",18580.52734,116.7941281,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18580.527
"822","A13",12,"RnaseP",18643.17969,135.9840763,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18643.18
"823","A13",13,"RnaseP",18575.58984,24.93183698,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18575.59
"824","A13",14,"RnaseP",18461.03906,-133.0813399,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18461.04
"825","A13",15,"RnaseP",18448.72461,-188.8581886,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18448.725
"826","A13",16,"RnaseP",18695.57422,14.52902524,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18695.574
"827","A13",17,"RnaseP",18809.45898,84.95139529,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18809.459
"828","A13",18,"RnaseP",18743.74023,-24.22975029,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18743.74
"829","A13",19,"RnaseP",18663.88867,-147.5437084,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18663.889
"830","A13",20,"RnaseP",18622.08984,-232.8049321,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18622.09
"831","A13",21,"RnaseP",18798.69141,-99.66576515,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",18798.691
"832","A13",22,"RnaseP",19064.34375,122.524183,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19064.344
"833","A13",23,"RnaseP",19117.85547,132.5735062,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19117.855
"834","A13",24,"RnaseP",19147.00977,118.2654075,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19147.01
"835","A13",25,"RnaseP",19071.11523,-1.091519334,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19071.115
"836","A13",26,"RnaseP",19050.45703,-65.21211804,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19050.457
"837","A13",27,"RnaseP",19100.2207,-58.91084174,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19100.22
"838","A13",28,"RnaseP",19083.80469,-118.7892529,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19083.805
"839","A13",29,"RnaseP",19069.43164,-176.6246954,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19069.432
"840","A13",30,"RnaseP",19324.63086,35.11212778,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19324.63
"841","A13",31,"RnaseP",19331.13477,-1.846361552,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19331.135
"842","A13",32,"RnaseP",19293.50586,-82.93766338,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19293.506
"843","A13",33,"RnaseP",19428.33203,8.426112917,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19428.332
"844","A13",34,"RnaseP",19417.02344,-46.34487641,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19417.023
"845","A13",35,"RnaseP",19484.38672,-22.44399074,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19484.387
"846","A13",36,"RnaseP",19654.07227,103.7791606,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19654.072
"847","A13",37,"RnaseP",19743.91016,150.1546556,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19743.91
"848","A13",38,"RnaseP",19660.44727,23.2293694,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19660.447
"849","A13",39,"RnaseP",19620.95313,-59.7271668,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19620.953
"850","A13",40,"RnaseP",19756.29688,32.15418762,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19756.297
"851","A13",41,"RnaseP",19876.82813,109.223042,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19876.828
"852","A13",42,"RnaseP",19833.30273,22.23525584,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19833.303
"853","A13",43,"RnaseP",19935.31836,80.78848526,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19935.318
"854","A13",44,"RnaseP",19854.00586,-43.98641032,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19854.006
"855","A13",45,"RnaseP",19800.00977,-141.4448996,"No Amp",0,"Undetermined",FALSE,20000,3,44,"dilution",10,"Delta",19800.01
"856","A13",1,"E gene",341931.9375,171.1357069,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",341931.94
"857","A13",2,"E gene",341963.4688,108.3008578,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",341963.47
"858","A13",3,"E gene",342296.625,347.0910088,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342296.62
"859","A13",4,"E gene",342395.75,351.8499097,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342395.75
"860","A13",5,"E gene",342582.75,444.4838106,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342582.75
"861","A13",6,"E gene",342321.7188,89.08646156,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342321.72
"862","A13",7,"E gene",342192.4063,-134.5921375,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342192.4
"863","A13",8,"E gene",342156.9063,-264.4582366,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342156.9
"864","A13",9,"E gene",342142.7188,-373.0118357,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342142.72
"865","A13",10,"E gene",342272.2813,-337.8154347,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342272.28
"866","A13",11,"E gene",342380.6875,-323.7752838,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342380.7
"867","A13",12,"E gene",342372.4688,-426.3601329,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342372.47
"868","A13",13,"E gene",342446.1563,-447.0387319,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342446.16
"869","A13",14,"E gene",342962.3125,-25.24858101,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",342962.3
"870","A13",15,"E gene",343097.9063,15.97906992,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343097.9
"871","A13",16,"E gene",343255.4375,79.14422085,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343255.44
"872","A13",17,"E gene",343572.25,301.5906218,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343572.25
"873","A13",18,"E gene",343847.5313,482.5057727,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343847.53
"874","A13",19,"E gene",343758.625,299.2334236,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343758.62
"875","A13",20,"E gene",343475.0938,-78.66392544,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343475.1
"876","A13",21,"E gene",343462.1563,-185.9675245,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",343462.16
"877","A13",22,"E gene",344071.9688,329.4788764,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",344071.97
"878","A13",23,"E gene",344442.0938,605.2377773,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",344442.1
"879","A13",24,"E gene",344708.5625,777.3404283,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",344708.56
"880","A13",25,"E gene",344884.375,858.7868292,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",344884.38
"881","A13",26,"E gene",345016.8438,896.8894801,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",345016.84
"882","A13",27,"E gene",345441.125,1226.804631,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",345441.12
"883","A13",28,"E gene",346164.25,1855.563532,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",346164.25
"884","A13",29,"E gene",347330.5313,2927.478683,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",347330.53
"885","A13",30,"E gene",349178.7188,4681.300084,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",349178.72
"886","A13",31,"E gene",353327.125,8735.340235,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",353327.12
"887","A13",32,"E gene",361240.4063,16554.25539,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",361240.4
"888","A13",33,"E gene",376807.5625,32027.04554,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",376807.56
"889","A13",34,"E gene",401083.375,56208.49194,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",401083.38
"890","A13",35,"E gene",432222.8125,87253.56334,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",432222.8
"891","A13",36,"E gene",460727.75,115664.1347,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",460727.75
"892","A13",37,"E gene",482567.7188,137409.7374,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",482567.72
"893","A13",38,"E gene",497741.625,152489.2775,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",497741.62
"894","A13",39,"E gene",508853.25,163506.5364,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",508853.25
"895","A13",40,"E gene",518302.1875,172861.1078,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",518302.2
"896","A13",41,"E gene",526926.5,181391.0542,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",526926.5
"897","A13",42,"E gene",534702.5625,189072.7506,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",534702.56
"898","A13",43,"E gene",541366.0625,195641.8845,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",541366.06
"899","A13",44,"E gene",546361.75,200543.2059,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",546361.75
"900","A13",45,"E gene",552246.4375,206333.5273,"Amp",2.512161042,"30.90886457",FALSE,8000,3,20,"dilution",10,"Delta",552246.44
"901","A13",1,"N gene",127641.1172,-153.9395698,"Amp",2.684665224,"30.68876443",FALSE,14000,3,23,"dilution",10,"Delta",127641.12
"902","A13",2,"N gene",127685.8438,-220.4795759,"Amp",2.684665224,"30.68876443",FALSE,14000,3,23,"dilution",10,"Delta",127685.84
