Well,Well Position,Cycle Number,ATTO 647,VIC,FAM
86,D14,37,-863.8893,509.4508,-12017.98
86,D14,38,-828.91223,597.1466,-11899.337
86,D14,39,-812.414,678.1487,-11700.654
86,D14,40,-693.2368,685.935,-11696.28
86,D14,41,-702.04285,652.13214,-11719.366
86,D14,42,-686.3593,582.75183,-11672.351
86,D14,43,-585.5935,550.8154,-11618.866
86,D14,44,-529.399,551.75446,-11636.449
86,D14,45,-434.7548,548.58386,-11612.738
87,D15,1,1260.1831,1628.8834,-7488.9507
87,D15,2,1339.3328,1638.6965,-7427.4478
87,D15,3,1215.7354,1761.7148,-7110.5757
87,D15,4,1194.7897,1805.0753,-6871.012
87,D15,5,1308.4912,1802.2281,-6639.7603
87,D15,6,1328.8007,1919.5612,-6436.3643
87,D15,7,1401.6686,2023.8236,-6442.292
87,D15,8,1399.442,2017.1588,-6462.575
87,D15,9,1433.1527,2081.4846,-6199.1855
87,D15,10,1361.7231,2059.5544,-6168.4194
87,D15,11,1307.3247,2076.6367,-6244.417
87,D15,12,1285.6407,2062.5088,-6282.745
87,D15,13,1291.1003,2152.6418,-6043.466
87,D15,14,1436.3064,2078.3591,-5958.28
87,D15,15,1544.2072,1877.7877,-5775.8457
87,D15,16,1627.9552,1857.8385,-5644.449
87,D15,17,1637.9633,2082.7366,-5722.2153
87,D15,18,1805.7115,2104.6975,-5703.258
87,D15,19,1841.3865,2076.3123,-5610.2974
87,D15,20,1779.408,2111.2131,-5548.655
87,D15,21,1675.823,2253.2988,-5494.7227
87,D15,22,1634.5146,2222.6445,-5611.728
87,D15,23,1719.5424,2159.763,-5683.9834
87,D15,24,1579.5632,2021.493,-5550.797
87,D15,25,1482.4421,1988.4478,-5411.2344
87,D15,26,1461.2216,2147.2837,-5499.367
87,D15,27,1586.3319,2159.8716,-5564.5684
87,D15,28,1740.1229,2205.239,-5643.9106
87,D15,29,1697.5333,2168.6707,-5513.5483
87,D15,30,1654.327,2209.7175,-5427.1553
87,D15,31,1747.1125,2310.2876,-5301.6064
87,D15,32,1744.3132,2285.5288,-5256.2627
87,D15,33,1832.6053,2277.661,-5222.933
87,D15,34,1819.5638,2217.5342,-5010.466
87,D15,35,1879.7961,2247.4995,-4929.509
87,D15,36,1799.763,2426.1086,-4827.717
87,D15,37,1728.9474,2461.1274,-4906.2065
87,D15,38,1779.5936,2600.235,-4836.5386
87,D15,39,1826.1003,2518.2615,-4731.902
87,D15,40,1803.0424,2416.1992,-4457.926
87,D15,41,1731.4492,2437.7952,-4348.2275
87,D15,42,1694.0482,2547.7239,-4406.717
87,D15,43,1832.8546,2349.119,-4196.037
87,D15,44,1933.4528,2301.1213,-4271.2656
87,D15,45,2025.7173,2587.2712,-4380.5405
88,D16,1,324.17065,1707.5114,169.53636
88,D16,2,306.0149,1664.3148,195.32858
88,D16,3,291.73138,1609.1768,257.9765
88,D16,4,324.12314,1628.2168,471.78854
88,D16,5,298.71567,1606.0338,651.8031
88,D16,6,218.63858,1617.7975,719.20026
88,D16,7,51.39931,1494.9567,826.82
88,D16,8,53.02693,1461.1504,845.9058
88,D16,9,218.41284,1581.0562,784.1224
88,D16,10,218.02481,1623.5981,728.9221
88,D16,11,208.24261,1547.5115,824.73724
88,D16,12,285.5986,1483.2837,977.8575
88,D16,13,271.15372,1434.3387,1037.0831
88,D16,14,183.31345,1381.3834,1039.2849
88,D16,15,148.50293,1304.919,1098.3746
88,D16,16,187.22906,1313.3276,1008.9979
88,D16,17,181.67734,1437.5775,966.4471
88,D16,18,252.81694,1501.8557,1192.2205
88,D16,19,352.31824,1487.72,1316.8131
88,D16,20,339.89664,1539.8206,1211.1927
88,D16,21,320.3206,1629.5385,1115.7467
88,D16,22,419.72336,1676.7437,1155.7712
88,D16,23,343.4401,1606.4177,1163.7675
88,D16,24,105.81433,1563.1434,1134.0603
88,D16,25,105.71935,1602.7822,1273.8748
88,D16,26,336.14545,1535.8418,1155.1477
88,D16,27,214.23825,1489.1714,1060.8329
88,D16,28,92.53511,1496.1328,1169.9695
88,D16,29,88.072975,1423.6495,1331.8312
88,D16,30,196.88383,1439.1752,1290.5603
88,D16,31,159.86429,1652.694,1382.5112
88,D16,32,137.97482,1618.9418,1691.9753
88,D16,33,230.97604,1578.0946,1674.2848
88,D16,34,302.5088,1647.589,1632.496
88,D16,35,229.05016,1621.4774,1732.1023
88,D16,36,99.51175,1610.462,1717.3843
88,D16,37,66.987854,1622.1713,1672.379
88,D16,38,149.46413,1612.956,1664.9326
88,D16,39,324.61832,1607.3956,1584.4803
88,D16,40,389.26944,1741.6611,1633.4867
88,D16,41,343.7945,1710.4138,1802.1769
88,D16,42,309.20834,1611.6016,1946.3098
88,D16,43,306.0211,1551.6079,1991.08
88,D16,44,339.32693,1537.4934,2032.6003
88,D16,45,627.8389,1499.4846,1972.2133
89,D17,1,-491.06924,927.61847,-2366.059
89,D17,2,-503.7647,918.13477,-2310.9163
89,D17,3,-545.29614,984.1852,-2273.1638
89,D17,4,-609.4697,854.2851,-2122.9604
89,D17,5,-694.6353,830.6779,-2020.8021
89,D17,6,-763.485,985.68976,-1683.7465
89,D17,7,-857.7764,1025.9231,-1454.3333
89,D17,8,-853.63794,1193.5382,-1462.3883
89,D17,9,-748.18146,1197.4069,-1361.6901
89,D17,10,-754.78955,1023.8176,-1334.8906
89,D17,11,-739.00507,934.49567,-1331.7957
89,D17,12,-569.696,893.62225,-1310.0151
89,D17,13,-499.84778,888.02435,-1259.354
89,D17,14,-459.4326,1002.6641,-1187.2938
89,D17,15,-466.40918,942.5352,-1146.1038
89,D17,16,-362.5366,891.11444,-1193.0997
89,D17,17,-402.0521,908.07794,-1193.3893
89,D17,18,-457.18185,896.35364,-1193.2625
89,D17,19,-460.90707,952.1613,-997.35443
89,D17,20,-629.361,930.3781,-1021.68195
89,D17,21,-680.9804,893.7772,-1085.3641
89,D17,22,-591.322,914.8397,-946.3833
89,D17,23,-600.1567,903.8027,-990.5317
89,D17,24,-652.6054,914.82556,-938.79755
89,D17,25,-694.8993,717.4531,-771.5623
89,D17,26,-730.8185,711.0821,-700.0303
89,D17,27,-737.34344,908.9574,-782.0831
89,D17,28,-730.276,947.84705,-749.5358
89,D17,29,-594.474,918.72797,-681.12885
89,D17,30,-538.84576,918.78033,-693.14026
89,D17,31,-578.45966,1070.0353,-631.8309
89,D17,32,-623.46027,1078.618,-672.5544
89,D17,33,-596.88806,1109.9817,-547.23737
89,D17,34,-550.05707,998.2016,-485.6172
89,D17,35,-576.05945,970.8668,-446.5031
89,D17,36,-552.3864,1157.7086,-388.96167
89,D17,37,-517.88947,1251.6165,-438.24094
89,D17,38,-540.8372,1197.1376,-266.8124
89,D17,39,-588.65826,1130.028,-207.45744
89,D17,40,-601.67773,1133.465,-236.41234
89,D17,41,-631.5775,1165.5155,-103.269966
89,D17,42,-615.5987,1224.2019,-82.41408
89,D17,43,-609.49207,1171.9485,-52.933933
89,D17,44,-460.24997,1085.0253,-126.93913
89,D17,45,-390.99152,1018.76105,-10.198626
90,D18,1,20150.654,940.28613,-4030.1782
90,D18,2,20289.697,914.7942,-3978.9624
90,D18,3,20444.262,854.1334,-3795.2937
90,D18,4,20456.22,836.2611,-3735.8335
90,D18,5,20638.115,886.495,-3717.9438
90,D18,6,20787.268,918.8508,-3545.3342
90,D18,7,20861.395,1112.9712,-3557.7854
90,D18,8,20842.482,1221.6079,-3551.238
90,D18,9,20812.09,1202.3921,-3436.8171
90,D18,10,20970.531,1005.78394,-3287.0437
90,D18,11,20980.336,857.6828,-3294.2356
90,D18,12,21101.922,766.56165,-3251.5906
90,D18,13,21081.168,784.24347,-3192.978
90,D18,14,21158.908,926.0761,-3213.7888
90,D18,15,21122.88,928.7751,-3224.9314
90,D18,16,21050.553,933.6329,-3258.1477
90,D18,17,21108.572,969.82947,-3098.2932
90,D18,18,21117.344,941.432,-2979.814
90,D18,19,21385.61,935.2161,-3024.4316
90,D18,20,21442.396,977.28345,-2999.3987
90,D18,21,21403.22,979.25653,-3003.8052
90,D18,22,21512.799,1065.1372,-2781.803
90,D18,23,21652.059,1061.491,-2753.5408
90,D18,24,21829.998,1101.4625,-2648.2737
90,D18,25,21808.541,1115.0444,-2647.8691
90,D18,26,21814.76,1271.9834,-2604.1353
90,D18,27,21716.195,1246.6084,-2447.4612
90,D18,28,21693.787,1194.0956,-2284.5002
90,D18,29,21683.771,1204.2975,-2265.8606
90,D18,30,21534.799,1184.4307,-2358.2356
90,D18,31,21493.303,1170.4127,-2411.8647
90,D18,32,21855.574,1145.5482,-2315.1838
90,D18,33,21984.45,1145.4156,-2133.4114
90,D18,34,21892.8,1274.6888,-2171.7834
90,D18,35,21874.111,1263.2256,-2075.6418
90,D18,36,21777.55,1223.8481,-2013.7944
90,D18,37,21768.545,1229.5515,-1964.4982
90,D18,38,21854.076,1317.306,-1883.1595
90,D18,39,21947.266,1288.1228,-1839.5962
90,D18,40,22043.438,1220.7946,-1854.6067
90,D18,41,21958.031,1193.717,-1932.3032
90,D18,42,21974.812,1159.7839,-1838.2439
90,D18,43,22052.912,1237.2677,-1789.6665
90,D18,44,22049.92,1336.3252,-1679.0476
90,D18,45,22344.459,1420.0815,-1774.3518
91,D19,1,178.37527,653.18475,-4570.6597
91,D19,2,158.28389,624.80914,-4478.604
91,D19,3,112.24234,525.70605,-4229.5405
91,D19,4,106.76728,497.2298,-4110.4004
91,D19,5,237.869,542.7224,-3985.9504
91,D19,6,219.77031,556.1263,-4015.2686
91,D19,7,189.03506,654.1893,-3988.928
91,D19,8,205.92845,648.4701,-3843.5906
91,D19,9,179.14026,611.90936,-3528.203
91,D19,10,180.14105,618.7029,-3538.1477
91,D19,11,77.40258,605.37006,-3607.9597
91,D19,12,66.29793,650.58057,-3506.606
91,D19,13,231.18417,593.8443,-3504.7861
91,D19,14,225.21278,447.1658,-3420.211
91,D19,15,204.24626,454.53885,-3312.7136
91,D19,16,154.03123,588.7491,-3408.102
91,D19,17,-62.561604,460.61423,-3526.15
91,D19,18,-76.80655,430.77155,-3554.325
91,D19,19,89.10313,501.45535,-3511.7588
91,D19,20,116.900665,558.9705,-3377.5276
91,D19,21,135.96147,676.8803,-3386.0806
91,D19,22,205.85768,674.6304,-3163.1162
91,D19,23,244.98872,688.8515,-2876.786
91,D19,24,212.93651,700.10706,-2727.2546
91,D19,25,214.26166,853.68524,-2644.449
91,D19,26,183.45963,848.22815,-2633.9338
91,D19,27,224.57709,844.2508,-2550.4067
91,D19,28,297.8359,827.63965,-2478.4368
91,D19,29,283.00888,920.74194,-2415.6199
91,D19,30,280.8543,933.9486,-2409.287
91,D19,31,246.51466,1074.7949,-2335.6816
91,D19,32,279.3151,1050.662,-2124.7698
91,D19,33,260.39758,1006.2085,-1995.541
91,D19,34,93.4556,1105.2659,-1913.8846
91,D19,35,38.52275,1076.3243,-1818.7135
91,D19,36,104.753784,969.57446,-1685.3712
91,D19,37,144.74696,964.72754,-1619.9662
91,D19,38,127.12255,1170.2465,-1736.7626
91,D19,39,165.25304,918.05194,-1877.35
91,D19,40,162.36903,843.7967,-1788.2422
91,D19,41,222.6319,1017.502,-1674.3317
91,D19,42,204.36795,921.7383,-1683.402
91,D19,43,168.01807,866.30774,-1650.9142
91,D19,44,102.48647,969.92914,-1660.2058
91,D19,45,53.875664,940.20105,-1725.4546
92,D20,1,-9110.88,397.04156,-8648.733
92,D20,2,-9181.677,361.44138,-8562.054
92,D20,3,-9193.831,326.29492,-8283.97
92,D20,4,-9070.821,378.4241,-8212.593
92,D20,5,-8918.546,511.46515,-8233.09
92,D20,6,-8771.996,579.7458,-8188.1143
92,D20,7,-8796.296,598.8346,-8238.454
92,D20,8,-8827.767,569.3132,-8241.508
92,D20,9,-8824.604,540.3863,-8085.904
92,D20,10,-8703.169,612.1759,-8019.8574
92,D20,11,-8518.1875,578.5725,-8043.597
92,D20,12,-8564.884,442.751,-7898.5874
92,D20,13,-8654.844,345.4658,-7767.161
92,D20,14,-8682.951,358.28906,-7726.71
92,D20,15,-8599.831,576.4379,-7768.2725
92,D20,16,-8511.75,634.4433,-7669.894
92,D20,17,-8462.496,492.79605,-7680.8613
92,D20,18,-8535.033,388.60782,-7678.079
92,D20,19,-8601.021,251.09413,-7531.7427
92,D20,20,-8574.378,257.85623,-7525.9023
92,D20,21,-8587.38,427.36554,-7529.3403
92,D20,22,-8457.883,476.44507,-7480.316
92,D20,23,-8456.01,459.49832,-7314.182
92,D20,24,-8541.113,512.0162,-7369.2744
92,D20,25,-8557.07,477.5432,-7462.6733
92,D20,26,-8400.803,468.2404,-7346.346
92,D20,27,-8454.834,623.11255,-7112.2764
92,D20,28,-8502.403,695.5477,-7052.7407
92,D20,29,-8343.577,759.3388,-6905.807
92,D20,30,-8293.62,777.12335,-6817.079
92,D20,31,-8349.61,830.6103,-6784.0664
92,D20,32,-8328.225,842.1384,-6606.5825
92,D20,33,-8374.357,882.24493,-6380.1016
92,D20,34,-8349.43,988.31555,-6443.1367
92,D20,35,-8402.15,990.0247,-6436.0264
92,D20,36,-8362.71,947.7595,-6422.348
92,D20,37,-8257.928,949.1085,-6388.458
92,D20,38,-8296.168,924.4652,-6181.432
92,D20,39,-8255.239,890.3994,-6173.0874
92,D20,40,-8197.963,917.5535,-6193.624
92,D20,41,-8163.163,905.6264,-6177.023
92,D20,42,-8174.4727,883.3089,-6085.648
92,D20,43,-8258.971,1028.275,-6182.8027
92,D20,44,-8343.96,974.7995,-6194.868
92,D20,45,-8432.177,884.528,-5997.9253
93,D21,1,-1151.406,601.0431,-5847.631
93,D21,2,-1100.206,597.38477,-5830.172
93,D21,3,-1043.9434,544.22217,-5608.653
93,D21,4,-1037.7124,494.3456,-5435.6597
93,D21,5,-1043.2024,471.74554,-5306.095
93,D21,6,-1066.583,466.70428,-5283.465
93,D21,7,-1084.0684,562.35114,-5111.395
93,D21,8,-1061.9335,573.4497,-5137.731
93,D21,9,-1190.6348,652.7529,-5180.0083
93,D21,10,-1212.815,624.38434,-5175.9365
93,D21,11,-1129.5013,582.312,-5058.0415
93,D21,12,-1037.3293,521.9206,-5006.038
93,D21,13,-1035.6002,438.115,-4780.747
93,D21,14,-1115.6824,374.0966,-4783.384
93,D21,15,-1127.42,343.94476,-4871.7666
93,D21,16,-1013.8386,334.6316,-4873.5244
93,D21,17,-986.7745,320.50937,-4909.7173
93,D21,18,-1017.0286,315.74997,-4986.5537
93,D21,19,-986.5101,316.75873,-4926.4956
93,D21,20,-947.7999,353.66165,-4677.921
93,D21,21,-1081.9468,373.24057,-4475.8066
93,D21,22,-1122.3958,482.2386,-4536.553
93,D21,23,-1025.6926,477.01773,-4553.237
93,D21,24,-912.50476,329.52142,-4404.3174
93,D21,25,-896.01874,332.25366,-4352.7603
93,D21,26,-980.0793,464.23016,-4424.8833
93,D21,27,-1157.5868,354.31326,-4338.1157
93,D21,28,-1192.8943,348.92148,-4103.627
93,D21,29,-1133.4219,535.22064,-4209.9937
93,D21,30,-1141.3617,641.5231,-4282.645
93,D21,31,-1124.467,639.7486,-3987.245
93,D21,32,-939.60114,739.70557,-3702.3032
93,D21,33,-821.5106,766.7836,-3592.4124
93,D21,34,-852.4679,726.5836,-3575.104
93,D21,35,-1038.3258,784.87616,-3545.8247
93,D21,36,-1070.4315,893.2334,-3494.6638
93,D21,37,-954.6827,844.1204,-3376.298
93,D21,38,-1080.9514,758.4969,-3300.6658
93,D21,39,-1094.6501,755.1691,-3174.7065
93,D21,40,-895.1212,980.01807,-3220.5625
93,D21,41,-829.7299,949.8752,-3235.035
93,D21,42,-830.36395,867.82495,-3212.6892
93,D21,43,-892.11304,882.7066,-3042.3167
93,D21,44,-1003.6606,983.99805,-3032.6313
93,D21,45,-1061.5615,965.7997,-2974.6792
94,D22,1,-5233.5566,-14082.593,-65928.67
94,D22,2,-5149.434,-14069.199,-65696.57
94,D22,3,-5148.928,-14085.912,-65502.363
94,D22,4,-5181.9595,-14174.247,-65320.26
94,D22,5,-5208.3936,-14213.655,-64988.41
94,D22,6,-5193.4907,-14188.758,-64955.902
94,D22,7,-5173.29,-14168.469,-64921.52
94,D22,8,-5111.9473,-14020.299,-64966.074
94,D22,9,-5141.16,-14050.208,-64836.48
94,D22,10,-5160.8765,-14166.107,-64664.58
94,D22,11,-5085.9644,-14219.898,-64483.33
94,D22,12,-5084.3423,-14233.443,-64430.402
94,D22,13,-5090.9526,-14234.609,-64366.906
94,D22,14,-5144.3906,-14153.317,-64306.812
94,D22,15,-5288.023,-14154.415,-64367.97
94,D22,16,-5312.69,-14137.213,-64402.24
94,D22,17,-5218.7417,-14203.869,-64055.56
94,D22,18,-5154.836,-14263.099,-63911.98
94,D22,19,-5196.1826,-14332.105,-63856.742
94,D22,20,-5286.121,-14292.886,-63792.895
94,D22,21,-5265.263,-14073.378,-63891.945
94,D22,22,-5057.15,-14076.534,-63946.938
94,D22,23,-5052.681,-14158.38,-63804.832
94,D22,24,-5094.8955,-14185.182,-63822.203
94,D22,25,-5156.537,-14108.82,-63620.652
94,D22,26,-5195.3726,-14083.932,-63396.387
94,D22,27,-5164.745,-14084.494,-63502.117
94,D22,28,-5110.3857,-14060.243,-63531.297
94,D22,29,-5158.0537,-14168.791,-63256.96
94,D22,30,-5174.675,-14151.901,-63289.457
94,D22,31,-5075.2134,-13868.279,-63197.004
94,D22,32,-5078.069,-13851.496,-63148.367
94,D22,33,-5046.4326,-13935.212,-63078.168
94,D22,34,-5048.983,-13974.156,-62855.547
94,D22,35,-5087.54,-13866.761,-62875.42
94,D22,36,-5119.03,-13810.607,-62738.793
94,D22,37,-5071.246,-13952.609,-62751.26
94,D22,38,-5033.277,-14007.267,-62528.11
94,D22,39,-4916.9385,-13891.667,-62544.965
94,D22,40,-4864.376,-13829.974,-62542.12
94,D22,41,-4959.278,-13896.639,-62322.82
94,D22,42,-5024.0923,-13933.215,-62404.168
94,D22,43,-5046.974,-13842.219,-62408.63
94,D22,44,-5194.8823,-13919.209,-62450.836
94,D22,45,-5257.8555,-13994.061,-62207.793
95,D23,1,-1522.3474,-692.4815,-22255.908
95,D23,2,-1478.3167,-706.2283,-21921.244
95,D23,3,-1472.267,-697.9315,-21419.648
95,D23,4,-1506.6566,-753.7209,-21350.008
95,D23,5,-1470.591,-789.3752,-21036.72
95,D23,6,-1243.476,-796.33374,-20746.902
95,D23,7,-1285.1145,-831.2477,-20485.723
95,D23,8,-1430.5936,-838.9358,-20181.674
95,D23,9,-1461.6182,-796.8609,-20217.541
95,D23,10,-1376.6208,-804.60864,-20281.113
95,D23,11,-1363.5217,-819.9254,-20004.926
95,D23,12,-1308.9994,-812.5718,-19954.684
95,D23,13,-1442.6654,-855.56384,-19606.727
95,D23,14,-1476.9446,-836.8614,-19598.682
95,D23,15,-1361.7247,-718.3136,-19407.969
95,D23,16,-1298.5388,-753.00507,-19333.94
95,D23,17,-1322.9254,-756.4787,-19390.16
95,D23,18,-1302.1776,-650.12524,-19076.83
95,D23,19,-1276.2495,-741.2869,-18889.99
95,D23,20,-1298.1351,-801.25604,-18810.7
95,D23,21,-1341.428,-815.01514,-18857.37
95,D23,22,-1348.5541,-776.3033,-18857.9
95,D23,23,-1367.1445,-720.1289,-18896.2
95,D23,24,-1394.201,-549.5761,-18751.818
95,D23,25,-1489.4648,-449.6902,-18806.984
95,D23,26,-1510.0916,-449.12253,-18607.262
95,D23,27,-1437.5892,-402.60852,-18526.54
95,D23,28,-1394.3365,-422.35434,-18530.037
95,D23,29,-1186.1646,-527.38763,-18590.027
95,D23,30,-1141.002,-574.77167,-18214.215
95,D23,31,-1168.3491,-520.5154,-18085.799
95,D23,32,-1113.7211,-546.20374,-18139.514
95,D23,33,-1216.035,-535.5786,-18254.04
95,D23,34,-1253.3837,-489.86575,-18344.111
95,D23,35,-1124.5232,-485.04358,-18106.582
95,D23,36,-1129.0858,-413.73102,-17853.588
95,D23,37,-1187.0664,-361.98935,-17734.576
95,D23,38,-1178.0156,-530.3598,-17724.01
95,D23,39,-1115.5719,-585.0997,-17785.352
95,D23,40,-1112.9742,-507.5932,-17794.998
95,D23,41,-1120.154,-640.1055,-17539.357
95,D23,42,-1167.2205,-677.812,-17360.502
95,D23,43,-1169.9141,-550.3352,-17178.707
95,D23,44,-1202.7007,-527.804,-16850.543
95,D23,45,-1257.8794,-559.6348,-16901.166
96,D24,1,-1297.3518,358.49747,-8460.547
96,D24,2,-1257.1766,352.55286,-8124.2324
96,D24,3,-1165.7056,466.0732,-7313.712
96,D24,4,-1142.3496,477.2228,-7181.941
96,D24,5,-1114.771,435.71024,-7246.6
96,D24,6,-1134.4854,434.8618,-7097.389
96,D24,7,-1125.5118,394.44162,-7011.7544
96,D24,8,-1197.8138,387.7878,-6651.2466
96,D24,9,-1208.4738,404.7177,-6453.323
96,D24,10,-1082.4418,202.5184,-6478.7964
96,D24,11,-1056.5287,167.45123,-6238.348
96,D24,12,-945.1162,249.43752,-6143.4263
96,D24,13,-961.9497,240.85214,-5957.693
96,D24,14,-978.48785,228.51375,-5883.817
96,D24,15,-1010.7582,261.23108,-5797.3257
96,D24,16,-961.4201,217.75723,-5653.938
96,D24,17,-929.70496,219.53894,-5558.888
96,D24,18,-963.10205,319.1937,-5618.318
96,D24,19,-1045.7266,250.4727,-5418.7124
96,D24,20,-1086.5044,237.61873,-5239.7583
96,D24,21,-1020.2897,348.96536,-5201.5713
96,D24,22,-954.6498,335.23965,-5342.1865
96,D24,23,-872.97943,316.80298,-5419.0234
96,D24,24,-954.76746,398.13525,-5117.192
96,D24,25,-1019.79706,402.02393,-4891.4893
96,D24,26,-974.7088,370.5805,-4861.8457
96,D24,27,-854.1907,389.59683,-4893.746
96,D24,28,-894.3895,366.35364,-4875.3936
96,D24,29,-978.2913,407.9952,-4754.095
96,D24,30,-995.79156,514.3712,-4592.8975
96,D24,31,-818.68506,484.95837,-4668.183
96,D24,32,-737.7865,406.86588,-4648.1245
96,D24,33,-783.6921,385.35388,-4547.154
96,D24,34,-855.3606,489.38135,-4581.009
96,D24,35,-865.8124,452.81805,-4304.5938
96,D24,36,-821.19006,346.77554,-4320.758
96,D24,37,-806.2577,299.44315,-4361.134
96,D24,38,-764.7979,318.80197,-4266.3584
96,D24,39,-650.7424,328.7754,-4252.8184
96,D24,40,-689.6249,343.8281,-4273.1294
96,D24,41,-772.4885,505.1808,-4379.3926
96,D24,42,-802.0407,499.92914,-4149.827
96,D24,43,-762.30005,485.884,-4048.8906
96,D24,44,-714.42676,548.8468,-4054.4736
96,D24,45,-749.38837,516.79095,-4101.709
97,E1,1,15785.235,331895.22,104135.55
97,E1,2,15886.533,332451.16,104556.56
97,E1,3,15949.641,332611.06,105354.83
97,E1,4,15961.554,332514.97,105957.336
97,E1,5,15945.561,332572.5,106265.664
97,E1,6,16021.727,333264.66,106565.69
97,E1,7,16027.2295,333519.72,106637.24
97,E1,8,16072.642,333131.84,106945.086
97,E1,9,16149.642,333124.66,107315.85
97,E1,10,16237.366,333898.6,107335.07
97,E1,11,16200.395,334023.88,107821.266
97,E1,12,16214.859,334224.56,108543.555
97,E1,13,16299.379,334433.7,109058.805
97,E1,14,16354.938,335372.06,110137.37
97,E1,15,16468.148,336552.94,111834.8
97,E1,16,16645.47,338003.3,115107.66
97,E1,17,16632.295,340215.66,121493.46
97,E1,18,16657.242,345946.62,133253.7
97,E1,19,16664.34,357176.28,155967.4
97,E1,20,16649.135,378912.8,195842.16
97,E1,21,16886.799,413939.9,258054.69
97,E1,22,17015.45,459006.34,338422.94
97,E1,23,17193.47,504493.25,426475.28
97,E1,24,17320.26,539270.06,516359
97,E1,25,17398.715,564848.8,597880.5
97,E1,26,17633.24,582761.06,668510.2
97,E1,27,17823.44,597127.25,726900.94
97,E1,28,17976.03,608571.8,776129.6
97,E1,29,18165.879,618145.56,814538.56
97,E1,30,18386.453,625998.1,844139.2
97,E1,31,18369.504,631907.06,870105.56
97,E1,32,18517.521,637228.8,890214.06
97,E1,33,18590.201,642441.44,905772.75
97,E1,34,18746.098,645506.75,918629.94
97,E1,35,18913.475,648491,929146.94
97,E1,36,18958.078,651241.25,939400.56
97,E1,37,19000.281,653150.06,945876.9
97,E1,38,18967.736,655018.8,951828.5
97,E1,39,19156.258,657106.06,956784.1
97,E1,40,19231.424,658666.8,960299.44
97,E1,41,19415.174,659399,964257.75
97,E1,42,19505.975,660628.1,967163.9
97,E1,43,19527.328,661488.1,969330.7
97,E1,44,19681.195,662010.5,972103.3
97,E1,45,19864.42,664094.6,973739.25
98,E2,1,18752.732,334855.38,143650.33
98,E2,2,18776.943,334873.2,143804.14
98,E2,3,18796.387,335064.94,143844.16
98,E2,4,18790.836,335121.28,143899.03
98,E2,5,18850.307,335267.44,143972.48
98,E2,6,18942.307,335156.06,144065.55
98,E2,7,18987.502,335072.9,143842.16
98,E2,8,18969.533,335049.44,143788.28
98,E2,9,18968.795,335122.53,143979.27
98,E2,10,19027.742,335385.5,143992.98
98,E2,11,19032.459,335557.4,144127.36
98,E2,12,19050.873,335710.72,144497.53
98,E2,13,19209.295,335680.78,144849.69
98,E2,14,19222.102,335716.8,144526.9
98,E2,15,19320.562,335816.12,144472.02
98,E2,16,19429.025,335879.94,144947.73
98,E2,17,19546.902,335913.22,145045.42
98,E2,18,19904.844,336341,145091.3
98,E2,19,20610.473,336615.4,145401.9
98,E2,20,21995.36,336659.47,145780.89
98,E2,21,24664.164,336691.56,145906.19
98,E2,22,29276.203,336953.4,146107.88
98,E2,23,38126.867,337426.94,146087.94
98,E2,24,53472.293,337531.16,146339.8
98,E2,25,78144.49,337639.8,146856.6
98,E2,26,113755.93,338081.25,147795.52
98,E2,27,158850.39,338292.53,149595.94
98,E2,28,210570.6,338254.22,153285.27
98,E2,29,264577.47,338609.4,160823.25
98,E2,30,314497.53,339121.78,175343.44
98,E2,31,352088.5,339634.72,200841.81
98,E2,32,375051.56,340214.25,233932.38
98,E2,33,387115.7,341137.94,269776.34
98,E2,34,393447.1,341736.97,305516.4
98,E2,35,397345.03,342550.38,337533.66
98,E2,36,400637.9,343829.03,366400.8
98,E2,37,402406.25,345033.9,391961.78
98,E2,38,403932.5,344996.25,415170.1
98,E2,39,405450.38,344815.34,436042.72
98,E2,40,406386.25,344923.7,455819.7
98,E2,41,407266.97,345116.4,473839.5
98,E2,42,408330.44,346054.75,490603.2
98,E2,43,409618.16,346681.28,505369.34
98,E2,44,409975.38,347011.5,519596.25
98,E2,45,410852.47,348173.75,531179.25
99,E3,1,16555.324,326995.8,89564.45
99,E3,2,16556.062,326965.03,89742.48
99,E3,3,16612.68,327007.47,90221.77
99,E3,4,16751.08,327304.34,90397.18
99,E3,5,16805.15,327599.1,90680.2
99,E3,6,17008.773,327682.34,90767.91
99,E3,7,17020.87,327611.88,90747.375
99,E3,8,17047.174,327552.66,91114.2
99,E3,9,17047.312,327562.78,91687.09
99,E3,10,17034.492,327671.66,91872.65
99,E3,11,16998.16,328312.75,91936.664
99,E3,12,17054.172,328455.28,92207.305
99,E3,13,17084.916,328395.97,92291.83
99,E3,14,17152.541,328605.75,92603.4
99,E3,15,17136.352,328923.53,92970.39
99,E3,16,17132.076,329088,93516.59
99,E3,17,17240.678,329918.1,94294.625
99,E3,18,17202.959,330412.78,95555.875
99,E3,19,17190.213,331516.6,97820.66
99,E3,20,17278.127,333847.66,102617.1
99,E3,21,17414.936,338158.2,111751.914
99,E3,22,17460.21,346733.62,128801.52
99,E3,23,17452.246,363284.8,159635.12
99,E3,24,17679.07,392262.28,210920.66
99,E3,25,17969.668,433417.94,283548.62
99,E3,26,18336.61,479491.2,367205.8
99,E3,27,18658.328,519719.1,452548.56
99,E3,28,19022.156,546967.6,535649.6
99,E3,29,19245.215,567477.75,610189.06
99,E3,30,19501.45,583642.4,671944.8
