well_position,cycle_no,target,rn,drn,amp_status,amp_score,cq,auto_threshold,threshold,baseline_start,baseline_end,file,dilution_level,covid_variant,Fn,curve_idx,ct,igi_call,groundtruth_target,Igi_call_quant,igi_fp,igi_fn,split
I15,40,N gene,187911.0469,56838.96988,Amp,2.31791938,35.94281181,False,14000,3,26,dilution,1,Delta,187911.05,146_known,36.0,Positive,1,1,0,0,test
I17,40,RnaseP,21060.60938,155.6646013,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,21060.61,243_known,,Negative,1,0,0,1,test
I17,40,E gene,338214.3438,525.1798747,No Amp,0.0,Undetermined,False,8000,3,44,dilution,1,Delta,338214.34,51_known,,Negative,1,0,0,1,test
I17,40,N gene,205604.6719,74984.98765,Amp,2.361675236,35.0218861,False,14000,3,28,dilution,1,Delta,205604.67,147_known,36.0,Positive,1,1,0,0,test
I19,40,RnaseP,19907.87891,-54.15895857,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100000,Omicron,19907.879,244_known,,Negative,1,0,0,1,test
I19,40,E gene,644862.75,296760.7955,Amp,2.584873852,18.96491068,False,8000,3,13,dilution,100000,Omicron,644862.75,52_known,19.0,Positive,1,1,0,0,test
I19,40,N gene,904633.4375,765741.3041,Amp,2.719010993,18.51672857,False,14000,3,13,dilution,100000,Omicron,904633.44,148_known,19.0,Positive,1,1,0,0,test
I21,40,RnaseP,19538.08789,1254.77172,No Amp,1.43263182,Undetermined,False,20000,3,25,dilution,1000,Omicron,19538.088,245_known,,Negative,1,0,0,1,test
I21,40,E gene,586553.6875,261389.9872,Amp,2.569677294,25.51057366,False,8000,3,17,dilution,1000,Omicron,586553.7,53_known,26.0,Positive,1,1,0,0,test
I21,40,N gene,744775.625,612641.3084,Amp,2.706421978,25.25990988,False,14000,3,16,dilution,1000,Omicron,744775.6,149_known,26.0,Positive,1,1,0,0,test
I23,40,RnaseP,18170.49414,73.44313264,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Omicron,18170.494,246_known,,Negative,1,0,0,1,test
I23,40,E gene,350126.375,19035.00124,Inconclusive,2.078219676,36.16978707,False,8000,3,30,dilution,1,Omicron,350126.38,54_known,37.0,Positive,1,1,0,0,test
I23,40,N gene,177784.5156,38537.47952,Inconclusive,2.224259079,36.51432648,False,14000,3,26,dilution,1,Omicron,177784.52,150_known,37.0,Positive,1,1,0,0,test
K1,40,RnaseP,16845.72852,-18.81699855,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100000,Delta,16845.729,251_known,,Negative,1,0,0,1,test
K1,40,E gene,696958.125,340937.4777,Amp,2.615617963,17.57929227,False,8000,3,12,dilution,100000,Delta,696958.1,59_known,18.0,Positive,1,1,0,0,test
K1,40,N gene,1019656.688,887279.132,Amp,2.773996629,17.22985502,False,14000,3,10,dilution,100000,Delta,1019656.7,155_known,18.0,Positive,1,1,0,0,test
K3,40,RnaseP,22138.86328,2248.668672,No Amp,1.476964747,Undetermined,False,20000,3,19,dilution,10000,Delta,22138.863,259_known,,Negative,1,0,0,1,test
K3,40,E gene,698127.3125,335539.6182,Amp,2.61177697,20.93185408,False,8000,3,14,dilution,10000,Delta,698127.3,67_known,21.0,Positive,1,1,0,0,test
K3,40,N gene,1017157.813,893613.4162,Amp,2.777805207,20.59710496,False,14000,3,14,dilution,10000,Delta,1017157.8,163_known,21.0,Positive,1,1,0,0,test
K5,40,RnaseP,21176.57227,1719.970287,No Amp,1.48257236,Undetermined,False,20000,3,24,dilution,1000,Delta,21176.572,260_known,,Negative,1,0,0,1,test
K5,40,E gene,623703.625,288376.9074,Amp,2.588940556,24.59956063,False,8000,3,19,dilution,1000,Delta,623703.6,68_known,25.0,Positive,1,1,0,0,test
K5,40,N gene,911150.0625,781948.0228,Amp,2.762227677,24.09051936,False,14000,3,18,dilution,1000,Delta,911150.06,164_known,25.0,Positive,1,1,0,0,test
K7,40,RnaseP,26014.96094,5751.422927,No Amp,1.73365473,Undetermined,False,20000,3,26,dilution,100,Delta,26014.96,261_known,,Negative,1,0,0,1,test
K7,40,E gene,604066.75,259313.7441,Amp,2.578755063,27.83869432,False,8000,3,21,dilution,100,Delta,604066.75,69_known,28.0,Positive,1,1,0,0,test
K7,40,N gene,771855.4375,698688.9468,Amp,2.753537515,27.36286721,False,14000,3,21,dilution,100,Delta,771855.44,165_known,28.0,Positive,1,1,0,0,test
K9,40,RnaseP,21329.11133,289.5755744,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100,Delta,21329.111,262_known,,Negative,1,0,0,1,test
K9,40,E gene,605957.75,259672.0194,Amp,2.580507497,27.71166424,False,8000,3,21,dilution,100,Delta,605957.75,70_known,28.0,Positive,1,1,0,0,test
K9,40,N gene,809872.8125,695117.131,Amp,2.75204848,27.32179975,False,14000,3,20,dilution,100,Delta,809872.8,166_known,28.0,Positive,1,1,0,0,test
K11,40,RnaseP,21206.38086,343.3132113,No Amp,0.0,Undetermined,False,20000,3,44,dilution,10,Delta,21206.38,252_known,,Negative,1,0,0,1,test
K11,40,E gene,492870.0,129802.0808,Amp,2.448632314,31.53780841,False,8000,3,25,dilution,10,Delta,492870.0,60_known,32.0,Positive,1,1,0,0,test
K11,40,N gene,523684.8125,388196.3418,Amp,2.657996367,30.95307001,False,14000,3,23,dilution,10,Delta,523684.8,156_known,31.0,Positive,1,1,0,0,test
K13,40,RnaseP,22838.87891,342.4659465,No Amp,1.469085847,Undetermined,False,20000,3,44,dilution,10,Delta,22838.879,253_known,,Negative,1,0,0,1,test
K13,40,E gene,523825.9375,167000.6839,Amp,2.500853068,30.99326607,False,8000,3,23,dilution,10,Delta,523825.94,61_known,31.0,Positive,1,1,0,0,test
K13,40,N gene,602659.75,455430.6944,Amp,2.683308852,30.55721159,False,14000,3,24,dilution,10,Delta,602659.75,157_known,31.0,Positive,1,1,0,0,test
K15,40,RnaseP,21277.29688,77.64318691,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,21277.297,254_known,,Negative,1,0,0,1,test
K15,40,E gene,391738.4063,35015.79079,Amp,2.182884344,34.33051116,False,8000,3,27,dilution,1,Delta,391738.4,62_known,35.0,Positive,1,1,0,0,test
K15,40,N gene,259578.0938,111049.6076,Amp,2.418300056,33.95020222,False,14000,3,25,dilution,1,Delta,259578.1,158_known,34.0,Positive,1,1,0,0,test
K17,40,RnaseP,23218.08203,1246.296119,No Amp,1.503960944,Undetermined,False,20000,3,34,dilution,1,Delta,23218.082,255_known,,Negative,1,0,0,1,test
K17,40,E gene,415696.0,52629.68775,Amp,2.269417989,34.01249319,False,8000,3,25,dilution,1,Delta,415696.0,63_known,35.0,Positive,1,1,0,0,test
K17,40,N gene,276663.3438,120363.172,Amp,2.457501322,34.12632965,False,14000,3,26,dilution,1,Delta,276663.34,159_known,35.0,Positive,1,1,0,0,test
K19,40,RnaseP,21780.08984,-0.448255508,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100000,Omicron,21780.09,256_known,,Negative,1,0,0,1,test
K19,40,E gene,667210.3125,312237.9347,Amp,2.591993186,18.75959927,False,8000,3,13,dilution,100000,Omicron,667210.3,64_known,19.0,Positive,1,1,0,0,test
K19,40,N gene,917150.125,773813.8065,Amp,2.72003357,18.50004975,False,14000,3,13,dilution,100000,Omicron,917150.1,160_known,19.0,Positive,1,1,0,0,test
K21,40,RnaseP,20689.58984,2425.35521,No Amp,1.533954052,Undetermined,False,20000,3,27,dilution,1000,Omicron,20689.59,257_known,,Negative,1,0,0,1,test
K21,40,E gene,597475.375,267111.804,Amp,2.573069253,25.43633357,False,8000,3,18,dilution,1000,Omicron,597475.4,65_known,26.0,Positive,1,1,0,0,test
K21,40,N gene,734107.375,607786.1189,Amp,2.703317706,25.36682056,False,14000,3,18,dilution,1000,Omicron,734107.4,161_known,26.0,Positive,1,1,0,0,test
K23,40,RnaseP,18372.91797,101.7723776,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Omicron,18372.918,258_known,,Negative,1,0,0,1,test
K23,40,E gene,361400.4688,25235.6502,Amp,2.126348407,35.79751743,False,8000,3,26,dilution,1,Omicron,361400.47,66_known,36.0,Positive,1,1,0,0,test
K23,40,N gene,160939.4688,35666.90901,Inconclusive,2.205923841,36.6251876,False,14000,3,27,dilution,1,Omicron,160939.47,162_known,37.0,Positive,1,1,0,0,test
M1,40,RnaseP,17585.65234,75.06304809,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100000,Delta,17585.652,263_known,,Negative,1,0,0,1,test
M1,40,E gene,687973.375,336014.7997,Amp,2.613156456,17.57841196,False,8000,3,11,dilution,100000,Delta,687973.4,71_known,18.0,Positive,1,1,0,0,test
M1,40,N gene,997557.9375,878632.7718,Amp,2.770926758,17.29962173,False,14000,3,10,dilution,100000,Delta,997557.94,167_known,18.0,Positive,1,1,0,0,test
M3,40,RnaseP,21020.16016,175.5526039,No Amp,0.0,Undetermined,False,20000,3,44,dilution,10000,Delta,21020.16,271_known,,Negative,1,0,0,1,test
M3,40,E gene,680839.4375,326130.1105,Amp,2.604862034,21.07948793,False,8000,3,16,dilution,10000,Delta,680839.44,79_known,22.0,Positive,1,1,0,0,test
M3,40,N gene,982880.6875,865986.5767,Amp,2.770743335,20.62606811,False,14000,3,14,dilution,10000,Delta,982880.7,175_known,21.0,Positive,1,1,0,0,test
M5,40,RnaseP,19807.00977,74.22424774,No Amp,1.409192857,Undetermined,False,20000,3,44,dilution,1000,Delta,19807.01,272_known,,Negative,1,0,0,1,test
M5,40,E gene,636850.0625,294169.7831,Amp,2.59491901,24.58838435,False,8000,3,17,dilution,1000,Delta,636850.06,80_known,25.0,Positive,1,1,0,0,test
M5,40,N gene,913215.0,784030.2482,Amp,2.762223337,24.12361533,False,14000,3,16,dilution,1000,Delta,913215.0,176_known,25.0,Positive,1,1,0,0,test
M7,40,RnaseP,21371.46875,185.1153281,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100,Delta,21371.469,273_known,,Negative,1,0,0,1,test
M7,40,E gene,610451.6875,255406.9214,Amp,2.577838547,27.76070821,False,8000,3,21,dilution,100,Delta,610451.7,81_known,28.0,Positive,1,1,0,0,test
M7,40,N gene,799554.6875,658462.8485,Amp,2.740709041,27.54264463,False,14000,3,20,dilution,100,Delta,799554.7,177_known,28.0,Positive,1,1,0,0,test
M9,40,RnaseP,25939.8125,2661.826137,No Amp,1.598864742,Undetermined,False,20000,3,26,dilution,100,Delta,25939.812,274_known,,Negative,1,0,0,1,test
M9,40,E gene,611970.9375,260525.6023,Amp,2.583891616,27.71790498,False,8000,3,22,dilution,100,Delta,611970.94,82_known,28.0,Positive,1,1,0,0,test
M9,40,N gene,818892.25,684612.5468,Amp,2.750556452,27.32604226,False,14000,3,21,dilution,100,Delta,818892.25,178_known,28.0,Positive,1,1,0,0,test
M11,40,RnaseP,18292.39844,251.5754315,No Amp,1.38442379,Undetermined,False,20000,3,44,dilution,10,Delta,18292.398,264_known,,Negative,1,0,0,1,test
M11,40,E gene,493246.1563,145238.2159,Amp,2.464191924,30.85748644,False,8000,3,23,dilution,10,Delta,493246.16,72_known,31.0,Positive,1,1,0,0,test
M11,40,N gene,519117.5313,384022.4323,Amp,2.639303358,30.68635951,False,14000,3,24,dilution,10,Delta,519117.53,168_known,31.0,Positive,1,1,0,0,test
M13,40,RnaseP,20320.9082,1013.540916,No Amp,1.437888291,Undetermined,False,20000,3,30,dilution,10,Delta,20320.908,265_known,,Negative,1,0,0,1,test
M13,40,E gene,495484.1563,129788.6744,Amp,2.445954977,31.41640586,False,8000,3,23,dilution,10,Delta,495484.16,73_known,32.0,Positive,1,1,0,0,test
M13,40,N gene,521717.9063,401134.6102,Amp,2.654421447,30.77514669,False,14000,3,25,dilution,10,Delta,521717.9,169_known,31.0,Positive,1,1,0,0,test
M15,40,RnaseP,20438.51367,4.498380546,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,20438.514,266_known,,Negative,1,0,0,1,test
M15,40,E gene,368909.8125,15640.40068,Inconclusive,2.004353302,36.28576129,False,8000,3,30,dilution,1,Delta,368909.8,74_known,37.0,Positive,1,1,0,0,test
M15,40,N gene,167527.9688,33169.28778,Inconclusive,2.165450755,36.5084153,False,14000,3,26,dilution,1,Delta,167527.97,170_known,37.0,Positive,1,1,0,0,test
M17,40,RnaseP,20427.74609,-64.63009655,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,20427.746,267_known,,Negative,1,0,0,1,test
M17,40,E gene,380778.875,32870.91826,Amp,2.175393156,35.07693086,False,8000,3,29,dilution,1,Delta,380778.88,75_known,36.0,Positive,1,1,0,0,test
M17,40,N gene,227838.0469,101976.2103,Amp,2.405507616,34.30291067,False,14000,3,23,dilution,1,Delta,227838.05,171_known,35.0,Positive,1,1,0,0,test
M19,40,RnaseP,20797.28906,1653.341802,No Amp,1.257441124,Undetermined,False,20000,3,28,dilution,40,Wuhan,20797.29,268_known,,Negative,1,0,0,1,test
M19,40,E gene,588717.0625,249002.8689,Amp,2.570886021,27.81585177,False,8000,3,22,dilution,40,Wuhan,588717.06,76_known,28.0,Positive,1,1,0,0,test
M19,40,N gene,751051.6875,616037.7225,Amp,2.733028922,28.31999628,False,14000,3,22,dilution,40,Wuhan,751051.7,172_known,29.0,Positive,1,1,0,0,test
M21,40,RnaseP,23008.98438,284.7664439,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1000,Omicron,23008.984,269_known,,Negative,1,0,0,1,test
M21,40,E gene,639771.9375,284053.9074,Amp,2.584469883,25.38064181,False,8000,3,19,dilution,1000,Omicron,639771.94,77_known,26.0,Positive,1,1,0,0,test
M21,40,N gene,800342.75,646092.858,Amp,2.717369284,25.25067054,False,14000,3,18,dilution,1000,Omicron,800342.75,173_known,26.0,Positive,1,1,0,0,test
M23,40,RnaseP,22731.48633,49.43778134,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Omicron,22731.486,270_known,,Negative,1,0,0,1,test
M23,40,E gene,386133.3438,45109.07972,Amp,2.24123111,34.296028,False,8000,3,29,dilution,1,Omicron,386133.34,78_known,35.0,Positive,1,1,0,0,test
M23,40,N gene,226489.7188,106065.7909,Amp,2.417225552,34.24363669,False,14000,3,29,dilution,1,Omicron,226489.72,174_known,35.0,Positive,1,1,0,0,test
N19,40,RnaseP,22394.70313,1070.208012,No Amp,0.0,Undetermined,False,20000,3,27,dilution,40,Wuhan,22394.703,275_known,,Negative,1,0,0,1,test
N19,40,E gene,622734.5,248094.093,Amp,2.576137816,28.7651547,False,8000,3,23,dilution,40,Wuhan,622734.5,83_known,29.0,Positive,1,1,0,0,test
N19,40,N gene,785462.4375,645785.5746,Amp,2.742264893,28.24327087,False,14000,3,21,dilution,40,Wuhan,785462.44,179_known,29.0,Positive,1,1,0,0,test
O1,40,RnaseP,15873.11035,1503.964476,No Amp,1.424192895,Undetermined,False,20000,3,17,dilution,100000,Delta,15873.11,276_known,,Negative,1,0,0,1,test
O1,40,E gene,585168.5625,283050.3616,Amp,2.573449645,17.4660357,False,8000,3,10,dilution,100000,Delta,585168.56,84_known,18.0,Positive,1,1,0,0,test
O1,40,N gene,863000.75,754451.2737,Amp,2.73320742,17.08317024,False,14000,3,10,dilution,100000,Delta,863000.75,180_known,18.0,Positive,1,1,0,0,test
O3,40,RnaseP,19628.08008,126.4097842,No Amp,0.0,Undetermined,False,20000,3,44,dilution,10000,Delta,19628.08,284_known,,Negative,1,0,0,1,test
O3,40,E gene,684698.375,326660.4109,Amp,2.603126943,21.00833091,False,8000,3,14,dilution,10000,Delta,684698.4,92_known,21.0,Positive,1,1,0,0,test
O3,40,N gene,1001041.688,875298.7205,Amp,2.772933318,20.64373066,False,14000,3,12,dilution,10000,Delta,1001041.7,188_known,21.0,Positive,1,1,0,0,test
O5,40,RnaseP,21322.52344,115.27664,No Amp,1.456384429,Undetermined,False,20000,3,44,dilution,1000,Delta,21322.523,285_known,,Negative,1,0,0,1,test
O5,40,E gene,683696.4375,314564.3183,Amp,2.611311867,24.45918744,False,8000,3,17,dilution,1000,Delta,683696.44,93_known,25.0,Positive,1,1,0,0,test
O5,40,N gene,969328.5625,836126.0785,Amp,2.776150299,23.95988909,False,14000,3,18,dilution,1000,Delta,969328.56,189_known,24.0,Positive,1,1,0,0,test
O7,40,RnaseP,18087.89453,-185.0088371,No Amp,1.123343518,Undetermined,False,20000,3,44,dilution,100,Delta,18087.895,286_known,,Negative,1,0,0,1,test
O7,40,E gene,634330.75,270106.7419,Amp,2.590193909,27.83981793,False,8000,3,23,dilution,100,Delta,634330.75,94_known,28.0,Positive,1,1,0,0,test
O7,40,N gene,830470.5625,699651.0149,Amp,2.753724898,27.3798408,False,14000,3,19,dilution,100,Delta,830470.56,190_known,28.0,Positive,1,1,0,0,test
O9,40,RnaseP,20997.37891,206.0514698,No Amp,0.0,Undetermined,False,20000,3,44,dilution,100,Delta,20997.379,287_known,,Negative,1,0,0,1,test
O9,40,E gene,616523.8125,259795.248,Amp,2.579094096,27.67111716,False,8000,3,20,dilution,100,Delta,616523.8,95_known,28.0,Positive,1,1,0,0,test
O9,40,N gene,818719.9375,677966.2988,Amp,2.746151537,27.4067902,False,14000,3,21,dilution,100,Delta,818719.94,191_known,28.0,Positive,1,1,0,0,test
O11,40,RnaseP,20972.29492,4.238693314,No Amp,0.0,Undetermined,False,20000,3,44,dilution,10,Delta,20972.295,277_known,,Negative,1,0,0,1,test
O11,40,E gene,525764.1875,156069.6649,Amp,2.486422388,31.1377075,False,8000,3,26,dilution,10,Delta,525764.2,85_known,32.0,Positive,1,1,0,0,test
O11,40,N gene,514620.8438,374929.8786,Amp,2.650410878,31.08872979,False,14000,3,22,dilution,10,Delta,514620.84,181_known,32.0,Positive,1,1,0,0,test
O13,40,RnaseP,21591.52539,244.833391,No Amp,0.0,Undetermined,False,20000,3,44,dilution,10,Delta,21591.525,278_known,,Negative,1,0,0,1,test
O13,40,E gene,528530.375,159798.9526,Amp,2.48410221,30.90640453,False,8000,3,24,dilution,10,Delta,528530.4,86_known,31.0,Positive,1,1,0,0,test
O13,40,N gene,594163.9375,450731.2057,Amp,2.678678177,30.44497505,False,14000,3,23,dilution,10,Delta,594163.94,182_known,31.0,Positive,1,1,0,0,test
O15,40,RnaseP,22191.42969,-10.47414498,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,22191.43,279_known,,Negative,1,0,0,1,test
O15,40,E gene,413654.3125,36961.00815,Amp,2.185496967,33.92428773,False,8000,3,25,dilution,1,Delta,413654.3,87_known,35.0,Positive,1,1,0,0,test
O15,40,N gene,224087.2656,85477.53035,Amp,2.361247614,34.2905101,False,14000,3,25,dilution,1,Delta,224087.27,183_known,35.0,Positive,1,1,0,0,test
O17,40,RnaseP,23687.48242,-0.045740887,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Delta,23687.482,280_known,,Negative,1,0,0,1,test
O17,40,E gene,429374.7188,51219.77975,Amp,2.260744136,33.92270915,False,8000,3,28,dilution,1,Delta,429374.72,88_known,34.0,Positive,1,1,0,0,test
O17,40,N gene,327437.5,178162.1265,Amp,2.520688508,33.18976069,False,14000,3,25,dilution,1,Delta,327437.5,184_known,34.0,Positive,1,1,0,0,test
O19,40,RnaseP,24156.98828,2923.530824,No Amp,1.606135429,Undetermined,False,20000,3,13,dilution,100000,Omicron,24156.988,281_known,,Negative,1,0,0,1,test
O19,40,E gene,700671.875,335354.0919,Amp,2.603759078,18.57533223,False,8000,3,12,dilution,100000,Omicron,700671.9,89_known,19.0,Positive,1,1,0,0,test
O19,40,N gene,949395.625,819447.8931,Amp,2.73377248,18.42884362,False,14000,3,12,dilution,100000,Omicron,949395.6,185_known,19.0,Positive,1,1,0,0,test
O21,40,RnaseP,20739.02734,1089.016026,No Amp,1.388825253,Undetermined,False,20000,3,22,dilution,1000,Omicron,20739.027,282_known,,Negative,1,0,0,1,test
O21,40,E gene,653850.3125,288969.2365,Amp,2.58860957,25.46863564,False,8000,3,20,dilution,1000,Omicron,653850.3,90_known,26.0,Positive,1,1,0,0,test
O21,40,N gene,812836.75,675782.3411,Amp,2.727909037,25.2154908,False,14000,3,19,dilution,1000,Omicron,812836.75,186_known,26.0,Positive,1,1,0,0,test
O23,40,RnaseP,18673.48438,26.90780356,No Amp,0.0,Undetermined,False,20000,3,44,dilution,1,Omicron,18673.484,283_known,,Negative,1,0,0,1,test
O23,40,E gene,399801.0,27777.56974,Amp,2.122389743,34.81492146,False,8000,3,29,dilution,1,Omicron,399801.0,91_known,35.0,Positive,1,1,0,0,test
O23,40,N gene,211026.9531,77644.02705,Amp,2.347378807,34.59583977,False,14000,3,28,dilution,1,Omicron,211026.95,187_known,35.0,Positive,1,1,0,0,test
